MAKE,MODEL,PRICE,YEAR,KILOMETER,FUEL TYPE,TRANSMISSION,COLOR,OWNER,SELLER TYPE,ENGINE CAPACITY ,MAX POWER,MAX TORQUE,DRIVETRAIN,LENGTH,WIDTH,HEIGHT,SEATING CAPACITY,FUEL TANK CAPACITY
Renault,Duster RXS 1.5 Petrol MT,22250,2020,23500,Petrol,Manual,White,First,Individual,1498,105 bhp @ 5600 rpm,142 Nm @ 4000 rpm,FWD,4360,1822,1695,5,50
Maruti Suzuki,Swift DZire VXI,8125,2012,68000,Petrol,Manual,White,Second,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Hyundai,Creta SX 1.6 AT Petrol,34750,2019,29096,Petrol,Automatic,White,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],11500,2016,61223,Petrol,Manual,White,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Jeep,Compass Limited (O) 2.0 Diesel [2017-2020],26875,2017,86000,Diesel,Manual,White,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4395,1818,1640,5,60
Hyundai,Verna EX 1.6 CRDi [2017-2018],12125,2013,87000,Diesel,Manual,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,4440,1729,1475,5,45
Hyundai,i20 Magna 1.2,9625,2013,79287,Petrol,Manual,White,First,Individual,1197,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,FWD,3995,1710,1505,5,45
Mercedes-Benz,GLC 220 d Sport,110000,2018,47009,Diesel,Automatic,Blue,Second,Individual,,,,,,,,,
Audi,A6 35 TDI Matrix,97500,2018,48945,Diesel,Automatic,Black,First,Corporate,1968,190 bhp @ 3800 rpm,400 Nm @ 1750 rpm,FWD,4933,1874,1455,5,75
Mahindra,Marazzo M2 8 STR,26250,2019,17000,Diesel,Manual,Green,First,Individual,1497,121 bhp @ 3500 rpm,300 Nm @ 1750 rpm,FWD,4585,1866,1774,8,45
Kia,Seltos HTX Plus 1.5 Diesel [2020-2021],39375,2019,55000,Diesel,Manual,Silver,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,4315,1800,1645,5,50
Maruti Suzuki,Baleno Alpha 1.2,16375,2016,38779,Petrol,Manual,Blue,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
Mercedes-Benz,E-Class E 220d Expression [2019-2019],112500,2019,72000,Diesel,Automatic,White,First,Individual,1950,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,5063,1860,1494,5,80
Maruti Suzuki,Ertiga ZDI + SHVS,21625,2016,67000,Diesel,Manual,White,First,Individual,1248,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
Hyundai,Verna Fluidic 1.6 VTVT SX,17475,2017,67000,Petrol,Manual,White,First,Individual,1591,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,FWD,4370,1700,1475,5,43
Hyundai,Verna Fluidic 1.6 CRDi SX,10625,2012,70000,Diesel,Manual,White,Second,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Land Rover,Discovery Sport S,162500,2020,6000,Diesel,Automatic,White,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4600,2069,1724,7,70
Toyota,Fortuner 2.8 4x2 AT [2016-2020],72500,2017,46000,Diesel,Automatic,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Mercedes-Benz,GLE 250 d,113750,2017,34000,Diesel,Automatic,Silver,First,Individual,2143,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
Hyundai,Xcent S 1.2 (O),12250,2015,23103,Petrol,Manual,White,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1660,1520,5,43
Mercedes-Benz,S-Class Maybach S 500,287500,2016,27000,Petrol,Automatic,Blue,First,Individual,4663,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,RWD,5453,1899,1498,4,70
Hyundai,Creta SX 1.6 AT Petrol,36875,2019,9576,Petrol,Automatic,White,First,Individual,1591,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,FWD,4270,1780,1665,5,55
MG,Hector Sharp 1.5 DCT Petrol [2019-2020],43225,2020,27000,Petrol,Automatic,Silver,First,Individual,1451,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,,4655,1835,1760,5,60
MG,Astor Sharp 1.5 CVT,44125,2021,1942,Petrol,Automatic,Red,First,Individual,1498,108 bhp @ 6000 rpm,144 Nm @ 4400 rpm,FWD,4323,1809,1650,5,48
Honda,CR-V 2.4 AT,6250,2006,119300,Petrol,Automatic,Black,Third,Individual,2354,152@6000,215@3600,AWD,4630,1780,1710,5,58
Maruti Suzuki,Alto 800 Lxi,6125,2016,55000,Petrol,Manual,White,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Renault,Duster 85 PS RxL,12250,2015,98000,Diesel,Manual,White,Second,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],13750,2017,61400,Petrol,Manual,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Honda,City V,16875,2016,87693,Petrol,Manual,Red,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Mercedes-Benz,C-Class C 200 Avantgarde,55625,2015,31000,Petrol,Automatic,Blue,First,Individual,1991,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD,4686,1810,1442,5,66
Hyundai,Elite i20 Asta 1.4 (O) CRDi,14000,2016,75210,Diesel,Manual,White,First,Individual,1396,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,3985,1734,1505,5,40
Skoda,Fabia Elegance 1.6 MPI,5625,2012,69000,Petrol,Manual,Silver,First,Individual,1598,105 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD,4000,1642,1522,5,45
Skoda,Rapid 1.5 TDI CR Ambition Plus AT,12475,2014,88000,Diesel,Automatic,Black,Second,Individual,1498,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,FWD,4386,1699,1466,5,55
Kia,Sonet GTX Plus 1.0 DCT [2020-2021],26375,2020,15000,Petrol,Automatic,Gold,First,Individual,998,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Mahindra,XUV500 W11 AT,51225,2020,45350,Diesel,Automatic,White,First,Individual,2179,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD,4585,1890,1785,7,70
BMW,3-Series 320d Luxury Line,69375,2018,68189,Diesel,Automatic,Brown,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,4633,1811,1429,5,57
Mercedes-Benz,GLA 200 CDI Sport,41250,2015,75000,Diesel,Automatic,White,First,Individual,2143,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,4417,1804,1494,5,50
Maruti Suzuki,Wagon R VXi,8750,2013,45000,Petrol,Manual,White,First,Individual,998,68@6200,90@3500,,3539,1495,1700,5,35
Audi,A6 35 TDI Premium,36250,2014,33000,Diesel,Automatic,Red,Second,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Mahindra,Scorpio VLX 2WD BS-IV,15000,2014,83000,Diesel,Manual,White,Second,Individual,2179,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,RWD,4430,1817,1975,8,60
BMW,5-Series 520d Sedan,31250,2012,78000,Diesel,Automatic,Black,First,Individual,1995,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,
Toyota,Fortuner 3.0 4x4 MT,41875,2014,211000,Diesel,Manual,White,First,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80
Hyundai,Elite i20 Magna 1.2,14375,2015,67000,Petrol,Manual,White,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,45
Ford,Ecosport Titanium+ 1.5L TDCi,17475,2017,75000,Diesel,Manual,Grey,First,Individual,1498,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52
Audi,Q7 3.0 TDI quattro Premium Plus,61250,2014,48600,Diesel,Automatic,Blue,Second,Individual,2967,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,6,100
Mercedes-Benz,C-Class C 250 d,69375,2016,48000,Diesel,Automatic,Black,First,Individual,2143,204 bhp @ 3800 rpm,500 Nm @ 1600 rpm,RWD,4686,1810,1442,5,66
Maruti Suzuki,S-Presso VXi,10750,2020,5790,Petrol,Manual,Silver,First,Individual,998,67 bhp @ 5500 rpm,90 Nm @ 3500 rpm,FWD,3565,1520,1564,5,27
Mahindra,Scorpio S5 2WD 7 STR,29125,2018,32000,Diesel,Manual,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60
MG,Hector Sharp 2.0 Diesel Turbo MT,44500,2020,65433,Diesel,Manual,Black,First,Individual,1956,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60
Maruti Suzuki,Swift VDi BS-IV,7375,2011,87230,Diesel,Manual,Silver,First,Individual,1248,75@4000,190@2000,FWD,3760,1690,1530,5,43
Maruti Suzuki,Swift ZDi,12375,2017,38258,Diesel,Manual,White,Second,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37
Honda,City VX (O) MT,24375,2019,56881,Petrol,Manual,Silver,First,Individual,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Toyota,Innova 2.5 G4 7 STR,16125,2013,76000,Diesel,Manual,Grey,Second,Individual,2494,102@5600,200@1400,,4555,1770,1755,7,55
Renault,Duster 110 PS RxL Diesel,10625,2014,72000,Diesel,Manual,White,Second,Individual,1461,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
Audi,Q3 2.0 TDI quattro Premium,33750,2012,72000,Diesel,Automatic,White,UnRegistered Car,Individual,1968,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Mercedes-Benz,M-Class 350 CDI,80000,2014,60514,Diesel,Automatic,Silver,First,Individual,2987,234@3800,535@1600,AWD,4781,1911,1774,5,95
Volvo,V40 Cross Country D3,31250,2013,71141,Diesel,Automatic,Silver,First,Individual,1984,150 bhp @ 3500 rpm,350 Nm @ 1500 rpm,FWD,4370,1783,1458,5,60
BMW,5-Series 530d M Sport [2013-2017],140000,2018,40937,Diesel,Automatic,White,First,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
Maruti Suzuki,Swift DZire VDI,14000,2013,37000,Diesel,Manual,Gold,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Mahindra,Scorpio S5 2WD 7 STR,30525,2019,46000,Diesel,Manual,White,First,Individual,2179,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,RWD,4456,1820,1995,7,60
BMW,X5 xDrive 30d M Sport,74375,2015,86999,Diesel,Automatic,Yellow,First,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,
Honda,City 1.5 S AT,7375,2009,70200,Petrol,Automatic,Grey,Second,Individual,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Mercedes-Benz,C-Class 200 CGI,32500,2012,64800,Petrol,Automatic,Silver,First,Individual,1796,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,RWD,4596,1770,1447,5,66
Hyundai,Creta 1.6 SX Plus AT,23750,2016,73000,Diesel,Automatic,Silver,First,Individual,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Mercedes-Benz,E-Class E350 CDI Avantgarde,33750,2012,72000,Diesel,Automatic,White,Second,Individual,2987,231@3800,540@1600,RWD,4868,1854,1471,5,80
Mercedes-Benz,M-Class ML 350 CDI,67050,2015,76345,Diesel,Automatic,White,First,Individual,2997,254 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
Maruti Suzuki,Alto 800 Lxi,7150,2017,40564,Petrol,Manual,Silver,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Hyundai,i20 Magna 1.4 CRDI,8500,2013,98500,Diesel,Manual,Silver,First,Individual,1336,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,FWD,3995,1710,1505,5,45
Skoda,Rapid Style AT,28125,2020,46807,Petrol,Automatic,Red,First,Individual,999,109 bhp @ 5000 rpm,175 Nm @ 1750 rpm,FWD,4413,1699,1466,5,55
Tata,Nexon XMA Petrol,14500,2018,81000,Petrol,Automatic,Red,First,Individual,1198,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44
Maruti Suzuki,Swift DZire VXI,12375,2015,13716,Petrol,Manual,Silver,First,Individual,1197,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Maruti Suzuki,Swift DZire ZDI,13750,2014,89000,Diesel,Manual,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1695,1555,5,42
Kia,Sonet GTX Plus 1.5 AT [2020-2021],37125,2021,13000,Diesel,Automatic,Red,First,Individual,1493,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,3995,1790,1647,5,45
Skoda,Rapid Monte Carlo 1.6 MPI MT,22125,2018,38000,Petrol,Manual,Red,First,Individual,1598,104 bhp @ 5200 rpm,153 Nm @ 3750 rpm,FWD,4413,1699,1466,5,55
Audi,RS5 4.2 Coupe,91250,2012,25500,Petrol,Automatic,Blue,Second,Corporate,4163,444 bhp @ 8250 rpm,430 Nm @ 4000 rpm,AWD,4649,1860,1366,5,64
Hyundai,Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,17875,2020,17000,Petrol,Automatic,Silver,First,Individual,1197,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3805,1680,1520,5,37
Mercedes-Benz,R-Class R350 4MATIC,62125,2012,44724,Petrol,Automatic,White,First,Individual,3496,272 bhp @ 6000 rpm,350 Nm @ 5000 rpm,AWD,5157,2183,1659,7,80
Toyota,Innova 2.4 G 7 STR [2016-2017],56250,2020,24549,Diesel,Manual,Grey,Second,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Hyundai,Creta SX Plus 1.6 AT CRDI,26250,2017,97000,Diesel,Automatic,Silver,First,Corporate,1582,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,FWD,4270,1780,1630,5,60
Toyota,Fortuner 2.8 4x2 AT [2016-2020],90000,2018,7800,Diesel,Automatic,White,First,Individual,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Honda,City 1.5 S MT,7375,2010,78000,Petrol,Manual,White,First,Corporate,1497,118@6600,146@4600,FWD,4420,1695,1480,5,42
Renault,Kwid RXT Opt,9375,2019,55000,Petrol,Manual,Silver,First,Individual,799,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,FWD,3679,1579,1478,5,28
Audi,A6 2.0 TFSi Technology Pack,180000,2021,20000,Petrol,Automatic,White,UnRegistered Car,Individual,1984,180 bhp @ 4000 rpm,320 Nm @ 1500 rpm,FWD,4915,1874,1455,5,75
Tata,Safari XZA Plus 6S Adventure New,59875,2021,13594,Diesel,Automatic,Blue,First,Individual,1956,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4661,1894,1786,6,50
Audi,A6 2.0 TDI Premium,44375,2014,75000,Diesel,Automatic,White,First,Individual,1968,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,FWD,4915,1874,1455,5,65
Maruti Suzuki,Ritz Vdi BS-IV,6875,2011,65000,Diesel,Manual,Silver,First,Individual,1248,75@4000,190@2000,,3715,1680,1620,5,43
Honda,Brio EX MT,8125,2014,43037,Petrol,Manual,Silver,First,Individual,1198,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD,3610,1680,1500,5,35
Maruti Suzuki,Swift ZDi,10625,2013,26000,Diesel,Manual,White,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3850,1695,1530,5,42
Mahindra,Scorpio S9 2WD 7 STR,36875,2020,78000,Diesel,Manual,White,First,Individual,2179,140 bhp @ 3750 rpm,320 Nm @ 1500 rpm,RWD,4456,1820,1995,7,60
Toyota,Innova 2.8 GX AT 7 STR [2016-2020],39500,2018,115000,Diesel,Automatic,Beige,First,Individual,2755,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,RWD,4735,1830,1795,7,55
Honda,Amaze VX CVT 1.2 Petrol,21725,2021,8700,Petrol,Automatic,Brown,First,Individual,1199,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,3995,1695,1501,5,35
Mercedes-Benz,GLE 250 d,146250,2019,31000,Diesel,Automatic,Grey,First,Corporate,2143,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
Jeep,Compass Longitude Plus 2.0 Diesel 4x4 AT,47500,2020,41736,Diesel,Automatic,Grey,First,Individual,1956,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,AWD,4395,1818,1640,5,60
Maserati,Levante Diesel,225000,2017,40000,Diesel,Automatic,White,Second,Individual,2979,275 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,5005,1981,1693,5,80
Toyota,Fortuner 2.8 4x2 AT [2016-2020],88750,2020,55000,Diesel,Automatic,Black,First,Corporate,2755,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,4795,1855,1835,7,80
Porsche,Cayenne Turbo,87500,2014,160000,Petrol,Automatic,Blue,First,Individual,4806,500 bhp @ 6500 rpm,700 Nm @ 2250 rpm,AWD,4846,1939,1702,5,100
Toyota,Innova GX 2.4 AT 7 STR,60625,2022,11000,Diesel,Automatic,Black,First,Individual,2393,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
BMW,X5 xDrive 30d,145275,2018,24690,Diesel,Automatic,Blue,First,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,
Toyota,Fortuner 3.0 MT,18750,2011,117000,Diesel,Manual,White,Second,Individual,2982,171@3600,343@1400,AWD,4695,1840,1850,7,80
Audi,Q7 35 TDI Premium + Sunroof,55000,2014,95000,Diesel,Automatic,White,First,Individual,2967,241 bhp @ 3800 rpm,550 Nm @ 1750 rpm,AWD,5089,1983,1737,7,100
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],13000,2019,76000,CNG,Manual,White,First,Individual,998,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,3655,1620,1675,5,60
Maruti Suzuki,Alto VXi (O),9750,2018,18000,Petrol,Manual,Silver,First,Individual,998,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,3545,1490,1475,5,35
Maruti Suzuki,Ciaz VXi (O),13500,2015,38000,Petrol,Manual,Gold,First,Individual,1373,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
Maruti Suzuki,Swift VDi AMT [2018-2019],17475,2018,43000,Diesel,Automatic,Red,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3840,1735,1530,5,37
Hyundai,Verna Fluidic 1.6 CRDi SX,12125,2013,107000,Diesel,Manual,White,First,Individual,1582,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,4370,1700,1475,5,43
Mercedes-Benz,C-Class C 43 AMG,187500,2021,13000,Petrol,Automatic,Red,First,Individual,2996,362 bhp @ 5500 rpm,520 Nm @ 2000 rpm,RWD,4702,1810,1434,4,66
Mercedes-Benz,E-Class E250 CDI BlueEfficiency,21250,2011,85000,Diesel,Automatic,White,Second,Individual,2143,203 bhp @ 4200 rpm,500 Nm @ 1600 rpm,RWD,4868,1854,1471,5,90
Tata,Nexon XZA Plus Petrol,27125,2018,8922,Petrol,Automatic,Red,First,Individual,1198,108 bhp @ 5000 rpm,170 Nm @ 1750 rpm,FWD,3994,1811,1607,5,44
Maruti Suzuki,Alto 800 Vxi,7975,2013,47800,Petrol,Manual,Red,First,Individual,796,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD,3395,1490,1475,5,35
Mahindra,XUV500 W8,13725,2012,143000,Diesel,Manual,Silver,First,Individual,2179,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD,4585,1890,1785,7,70
Tata,Harrier XZ [2019-2020],43125,2019,68758,Diesel,Manual,White,First,Individual,1956,138 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD,4598,1894,1706,5,50
Honda,Mobilio S Diesel,11875,2015,72000,Diesel,Manual,White,Second,Individual,1498,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,4386,1683,1603,7,42
Tata,Punch Creative iRA Pack MT,22250,2022,7500,Petrol,Manual,White,First,Individual,1199,84 bhp @ 6000 rpm,113 Nm @ 3300 rpm,FWD,3827,1742,1615,5,37
Maruti Suzuki,Wagon R VXi,5875,2012,37000,Petrol,Manual,Brown,Second,Individual,998,68@6200,90@3500,,3539,1495,1700,5,35
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],11125,2016,22402,Petrol,Manual,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Honda,City V,26500,2019,12382,Petrol,Manual,Maroon,First,Corporate,1497,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD,4440,1695,1495,5,40
Maruti Suzuki,Baleno Alpha 1.3,17250,2017,61000,Diesel,Manual,Orange,First,Individual,1248,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
Jaguar,F-Pace Prestige,105000,2018,90868,Diesel,Automatic,Blue,First,Individual,1999,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,AWD,4731,2071,1651,5,82
BMW,X5 xDrive30d Pure Experience (5 Seater),73750,2015,84700,Diesel,Automatic,Black,Second,Individual,2993,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,
Land Rover,Range Rover Sport SE 2.0 Petrol,312500,2022,22010,Petrol,Automatic,White,First,Individual,1997,296 bhp @ 5500 rpm,400 Nm @ 1500 rpm,AWD,4879,2073,1803,5,104
Toyota,Fortuner 3.0 4x4 AT,43750,2015,72000,Diesel,Automatic,Black,Second,Individual,2982,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,AWD,4705,1840,1850,7,80
Renault,Kwid 1.0 RXT Edition,9875,2018,75500,Petrol,Manual,Blue,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
BMW,X1 sDrive20d Expedition,69750,2018,25000,Diesel,Automatic,White,First,Individual,1995,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,4439,1821,1612,5,51
Audi,Q3 35 TDI quattro Premium Plus,61875,2018,38000,Diesel,Automatic,Red,First,Individual,1968,184 bhp @ 3500 rpm,380 Nm @ 1750 rpm,AWD,4385,1831,1608,5,64
Maruti Suzuki,Wagon R LXi Minor,3625,2009,39586,Petrol,Manual,Red,First,Individual,1061,67@6200,84@3500,FWD,3520,1475,1690,5,35
Hyundai,Elite i20 Asta 1.2 AT,18750,2018,33647,Petrol,Automatic,Red,First,Individual,1197,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3985,1734,1505,5,40
BMW,3-Series 320d,20000,2012,75576,Diesel,Automatic,White,Second,Individual,,,,,,,,,
Mahindra,XUV500 W10,23750,2016,86000,Diesel,Manual,White,First,Individual,2179,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,4585,1890,1785,7,70
Hyundai,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],14225,2018,57847,Petrol,Manual,Grey,First,Individual,1197,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,3765,1660,1520,5,43
Maruti Suzuki,Swift DZire VXI,11750,2016,74000,Petrol,Manual,White,First,Individual,1197,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,3995,1695,1555,5,42
Porsche,Cayenne Diesel,133750,2015,58000,Diesel,Automatic,White,First,Individual,2967,245 bhp @ 4400 rpm,550 Nm @ 2750 rpm,AWD,4846,2155,1705,5,85
Nissan,Terrano XL D Plus,11250,2014,85000,Diesel,Manual,Silver,Second,Individual,1461,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
Renault,Kwid 1.0 RXT [2016-2019],7475,2016,26000,Petrol,Manual,Brown,First,Individual,999,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD,3679,1579,1478,5,28
Hyundai,Creta SX (O) 1.4 Turbo 7 DCT Dual Tone [2022-2022],46875,2020,18000,Petrol,Automatic,Black,First,Individual,1353,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,4300,1790,1635,5,50
Mahindra,Thar LX 4-STR Hard Top Diesel AT,45625,2022,11000,Diesel,Automatic,Black,First,Individual,2184,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,3985,1820,1844,4,57
Land Rover,Discovery Sport HSE 7-Seater,111475,2018,57300,Diesel,Automatic,White,First,Individual,2179,148 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD,4600,2069,1724,7,65
BMW,5-Series 525d Sedan,29875,2010,74000,Diesel,Automatic,Silver,Second,Individual,2497,177@4000,400@2000,,4841,1846,1468,5,70
Toyota,Glanza G CVT,19750,2019,25000,Petrol,Automatic,Red,First,Individual,1197,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37
Hyundai,Creta 1.6 SX Plus AT Petrol,27375,2017,39000,Petrol,Automatic,Red,Second,Individual,1591,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD,4270,1780,1630,5,60
Toyota,Innova 2.4 G 7 STR [2016-2017],48750,2020,45000,Diesel,Manual,Grey,First,Individual,2393,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,4735,1830,1795,7,55
Volkswagen,Polo GT TSI,13125,2015,80852,Petrol,Automatic,Grey,Second,Individual,1198,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,3970,1682,1453,5,45
Isuzu,MU-X 4x2,52500,2018,75592,Diesel,Automatic,White,First,Individual,2999,174 bhp @ 3600 rpm,380 Nm @ 1800 rpm,RWD,4825,1860,1840,7,65
